url,name,sku
https://www.lowes.com//pd/LG-InstaView-22-6-cu-ft-Counter-Depth-French-Door-Refrigerator-with-Ice-Maker-and-Door-within-Door-Fingerprint-Resistant-Stainless-Steel-ENERGY-STAR/1002194900,LG InstaView 22.6-cu ft Counter-Depth French Door Refrigerator with Ice Maker and Door within Door (Fingerprint-Resistant Stainless Steel) ENERGY STAR,1002194900
https://www.lowes.com//collections/GE-French-Door-Refrigerator-Electric-Range-Suite-in-Fingerprint-Resistant-Stainless-Steel/GR_315,GE French Door Refrigerator & Electric Range Suite in Fingerprint-Resistant Stainless Steel,GR_315
https://www.lowes.com//pd/GE-27-8-cu-ft-French-Door-Refrigerator-with-Ice-Maker-and-Door-within-Door-Fingerprint-Resistant-Stainless-Steel/1000940212,GE 27.8-cu ft French Door Refrigerator with Ice Maker and Door within Door (Fingerprint-Resistant Stainless Steel),1000940212
https://www.lowes.com//pd/LG-InstaView-Smart-Wi-Fi-Enabled-27-6-cu-ft-4-Door-French-Door-Refrigerator-with-Ice-Maker-and-Door-within-Door-Fingerprint-Resistant-Stainless-Steel-ENERGY-STAR/1000852986,LG InstaView Smart Wi-Fi Enabled 27.6-cu ft 4-Door French Door Refrigerator with Ice Maker and Door within Door (Fingerprint-Resistant Stainless Steel) ENERGY STAR,1000852986
https://www.lowes.com//pd/LG-InstaView-27-cu-ft-French-Door-Refrigerator-with-Ice-Maker-and-Door-within-Door-Fingerprint-Resistant-Stainless-Steel-ENERGY-STAR/1000938916,LG InstaView 27-cu ft French Door Refrigerator with Ice Maker and Door within Door (Fingerprint-Resistant Stainless Steel) ENERGY STAR,1000938916
https://www.lowes.com//pd/GE-25-3-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Stainless-Steel/1000225785,GE 25.3-cu ft Side-by-Side Refrigerator with Ice Maker (Stainless Steel),1000225785
https://www.lowes.com//pd/Samsung-28-cu-ft-French-Door-Refrigerator-with-Dual-Ice-Maker-Fingerprint-Resistant-Stainless-Steel-ENERGY-STAR/1000969438,Samsung 28-cu ft French Door Refrigerator with Dual Ice Maker (Fingerprint-Resistant Stainless Steel) ENERGY STAR,1000969438
https://www.lowes.com//collections/Whirlpool-French-Door-Refrigerator-Gas-Range-Suite-in-Fingerprint-Resistant-Stainless-Steel/GR_323,Whirlpool French-Door Refrigerator & Gas Range Suite in Fingerprint-Resistant Stainless Steel,GR_323
https://www.lowes.com//pd/Whirlpool-26-8-cu-ft-French-Door-Refrigerator-with-Dual-Ice-Maker-Fingerprint-Resistant-Stainless-Steel-ENERGY-STAR/1000494367,Whirlpool 26.8-cu ft 3-Door 36-in French Door Refrigerator with Exterior Ice - Water Dispenser and Dual Icemakers - Fingerprint Resistant Stainless Steel,1000494367
https://www.lowes.com//collections/LG-French-Door-Refrigerator-Electric-Range-Suite-in-Fingerprint-Resistant-Stainless-Steel/GR_409,LG French Door Refrigerator & Electric Range Suite in Fingerprint-Resistant Stainless Steel,GR_409
https://www.lowes.com//pd/LG-InstaView-Smart-Wi-Fi-Enabled-26-cu-ft-French-Door-Refrigerator-with-Dual-Ice-Maker-and-Door-within-Door-Fingerprint-Resistant-Stainless-Steel-ENERGY-STAR/1000507575,LG InstaView Smart Wi-Fi Enabled 26-cu ft French Door Refrigerator with Dual Ice Maker and Door within Door (Fingerprint-Resistant Stainless Steel) ENERGY STAR,1000507575
